job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02ns3vnjtis73cbpcdg,1.0,0.002331631524222333,0.0,0.0063441897987928835,0.9921875,0.5555641587866178,4096.0,4096.0,2025-04-20 23:06:55.971680,Unknown,Unknown
