job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02o7b8pmeos73fpjv1g,1.0,0.002557652337210614,0.0,0.006138516593500991,0.9921875,0.5650364901099908,4096.0,4096.0,2025-04-20 23:30:54.062937,Unknown,Unknown
