job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02oh6gpmeos73fpl0ng,1.0,0.0009842259543282328,0.0,0.004614185534685511,0.9921875,0.5109754726448306,4096.0,4096.0,2025-04-20 23:51:55.033259,Unknown,Unknown
