job_id,coherence_central,coherence_inner,coherence_middle,coherence_outer,entanglement_central,entanglement_inner,entanglement_middle,entanglement_outer,interference_central,interference_inner,interference_middle,interference_outer,num_shots_central,num_shots_inner,num_shots_middle,num_shots_outer,timestamp,phase,state
d30b2eg5l4ds73f0g16g,0.000858306884765625,0.00482697486877437,0.0036102771759032315,0.0107954740524292,0.0,0.0004183880050743216,0.0006661195069057602,0.001096676865254942,0.014440013027466891,0.26350605163516894,0.24944902615483788,0.31854084116644943,8192.0,8192.0,8192.0,8192.0,2025-09-09 22:59:06.469284,Control,Control
