job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02ofp51r6vs73dkoung,1.0,0.002953222819737089,0.0,0.008327655631284347,0.9921875,0.581740231839258,4096.0,4096.0,2025-04-20 23:48:52.619759,Unknown,Unknown
