job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02nqm0pmeos73fpikg0,1.0,0.003203698566981661,0.0,0.006703365199584255,0.9921875,0.5659826144323297,4096.0,4096.0,2025-04-20 23:03:52.203543,Unknown,Unknown
