job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02ocv8pmeos73fpkik0,1.0,0.004855462482997286,0.0,0.0055650021371147496,0.9921875,0.5652350994258108,4096.0,4096.0,2025-04-20 23:42:53.714253,Unknown,Unknown
