job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02oecvnjtis73cbrao0,1.0,0.001251391002110136,0.0,0.005530270092528451,0.9921875,0.5292196637627701,4096.0,4096.0,2025-04-20 23:45:55.129633,Unknown,Unknown
