job_id,coherence_central,coherence_inner,coherence_middle,coherence_outer,entanglement_central,entanglement_inner,entanglement_middle,entanglement_outer,interference_central,interference_inner,interference_middle,interference_outer,num_shots_central,num_shots_inner,num_shots_middle,num_shots_outer,timestamp,phase,state
d309plqiggks73ctnpg0,2.1457672119140625e-06,0.002923905849456787,0.0031955957412719282,0.01629980802536002,0.0,0.0005755106691482936,0.0005445990372239251,0.0005521853252230535,0.0007318862181383556,0.20663310554454273,0.23648446775320064,0.3667934770181186,8192.0,8192.0,8192.0,8192.0,2025-09-09 21:32:07.371242,Control,Control
