job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02o0afnjtis73cbpqtg,1.0,0.0009313310895646687,0.0,0.0051479026559764956,0.9921875,0.523090956582446,4096.0,4096.0,2025-04-20 23:15:53.358685,Unknown,Unknown
