job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02o1nopmeos73fpjb60,1.0,0.0036745071411132812,0.0,0.008968316317475336,0.9921875,0.5904112327706306,4096.0,4096.0,2025-04-20 23:18:55.635535,Unknown,Unknown
