job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02oijfnjtis73cbroog,1.0,0.0038754599434989156,0.0,0.006808293885682233,0.9921875,0.5716333010371534,4096.0,4096.0,2025-04-20 23:54:53.402790,Unknown,Unknown
