job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02o5ut5h2rs73do121g,1.0,0.006018332072666777,0.0,0.01492260693944362,0.9921875,0.6575035548418036,4096.0,4096.0,2025-04-20 23:27:55.739777,Unknown,Unknown
