job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02o4ht5h2rs73do0t80,1.0,0.008128574916294706,0.0,0.008759190693371574,0.9921875,0.6286501054280514,4096.0,4096.0,2025-04-20 23:24:55.574626,Unknown,Unknown
