job_id,coherence_central,coherence_inner,coherence_middle,coherence_outer,entanglement_central,entanglement_inner,entanglement_middle,entanglement_outer,interference_central,interference_inner,interference_middle,interference_outer,num_shots_central,num_shots_inner,num_shots_middle,num_shots_outer,timestamp,phase,state
d30au7qiggks73ctos7g,0.001135110855102539,0.003084528446197554,0.0026432394981383833,0.009342205524444536,0.0,0.0005441699833097502,0.0006633050461570811,0.000572891118313823,0.016571252610531273,0.22062038291427943,0.22659291647325863,0.3041711370934159,8192.0,8192.0,8192.0,8192.0,2025-09-09 22:50:07.983780,Control,Control
