job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02nmhfnjtis73cboqpg,1.0,0.0031405857631139344,0.0,0.01296135525028097,0.9921875,0.6351607358591609,4096.0,4096.0,2025-04-20 22:55:01.644528,Unknown,Unknown
