job_id,coherence_central,coherence_inner,coherence_middle,coherence_outer,entanglement_central,entanglement_inner,entanglement_middle,entanglement_outer,interference_central,interference_inner,interference_middle,interference_outer,num_shots_central,num_shots_inner,num_shots_middle,num_shots_outer,timestamp,phase,state
d30b6m5otchc73ba89dg,0.0006571412086486816,0.001769423484802246,0.003671252727508456,0.01968716382980351,0.0,0.0005740781245182625,0.0005988994658139291,0.0007194971151482932,0.012657229988965568,0.20314849091301213,0.2280660053585727,0.3490006683553144,8192.0,8192.0,8192.0,8192.0,2025-09-09 23:08:08.205469,Control,Control
