job_id,coherence_central,coherence_measurement,entanglement_central,entanglement_measurement,interference_central,interference_measurement,num_shots_central,num_shots_measurement,timestamp,phase,state
d02nutnnjtis73cbplk0,1.0,0.0017520018986292296,0.0,0.005844390281096512,0.9921875,0.535990180502306,4096.0,4096.0,2025-04-20 23:12:54.390279,Unknown,Unknown
