job_id,coherence_central,coherence_inner,coherence_middle,coherence_outer,entanglement_central,entanglement_inner,entanglement_middle,entanglement_outer,interference_central,interference_inner,interference_middle,interference_outer,num_shots_central,num_shots_inner,num_shots_middle,num_shots_outer,timestamp,phase,state
d30bf42iggks73ctpc80,0.00044083595275878906,0.003500926494598433,0.002217376232147128,0.019142520427703813,0.0,0.0005066130761886001,0.0007570147898476876,0.000629060211859267,0.010390116158942142,0.2380683913717192,0.2084188949220639,0.36528504627082947,8192.0,8192.0,8192.0,8192.0,2025-09-09 23:26:08.910056,Control,Control
