job_id,timestamp,register,num_bits,total_shots,unique_states,coherence,entanglement,interference,bit_balances,entropy,timestamp_dt,time_minutes,job_id_clean,phase
job-d30bc9g5l4ds73f0gaag,20250909_232006,c_middle,5,8192,32,0.0386962890625,0.997343051900648,0.9849853515625,"[0.903076171875, 0.939453125, 0.98095703125, 0.985107421875, 0.970458984375]",4.98671525950324,2025-09-09 23:20:06,29.983333333333334,d30bc9g5l4ds73f0gaag,Control
job-d30bc9g5l4ds73f0gaag,20250909_232006,c_outer,5,8192,32,0.0570068359375,0.986461102567227,0.9578857421875,"[0.928955078125, 0.97607421875, 0.80126953125, 0.82958984375, 0.88134765625]",4.932305512836135,2025-09-09 23:20:06,29.983333333333334,d30bc9g5l4ds73f0gaag,Control
job-d30bd7iiggks73ctpa50,20250909_232206,c_central,1,8192,2,0.5028076171875,0.9999772551748952,0.994384765625,[0.994384765625],0.9999772551748952,2025-09-09 23:22:06,31.983333333333334,d30bd7iiggks73ctpa50,Control
job-d30bd7iiggks73ctpa50,20250909_232206,c_middle,5,8192,32,0.041748046875,0.9980666307003656,0.9832763671875,"[0.956298828125, 0.930419921875, 0.970458984375, 0.998779296875, 0.963134765625]",4.990333153501829,2025-09-09 23:22:06,31.983333333333334,d30bd7iiggks73ctpa50,Control
job-d30bd7iiggks73ctpa50,20250909_232206,c_inner,5,8192,32,0.062255859375,0.966057526841238,0.94921875,"[0.92041015625, 0.565185546875, 0.9208984375, 0.85205078125, 0.960205078125]",4.83028763420619,2025-09-09 23:22:06,31.983333333333334,d30bd7iiggks73ctpa50,Control
job-d30bd7iiggks73ctpa50,20250909_232206,c_outer,5,8192,32,0.044677734375,0.989551595095094,0.96923828125,"[0.870849609375, 0.932861328125, 0.92333984375, 0.998779296875, 0.904052734375]",4.94775797547547,2025-09-09 23:22:06,31.983333333333334,d30bd7iiggks73ctpa50,Control
job-d30bdmdotchc73ba8ftg,20250909_232305,c_inner,5,8192,32,0.0404052734375,0.9965064593339402,0.97998046875,"[0.944091796875, 0.89697265625, 0.966064453125, 0.975341796875, 0.93994140625]",4.982532296669701,2025-09-09 23:23:05,32.96666666666667,d30bdmdotchc73ba8ftg,Control
job-d30bdmdotchc73ba8ftg,20250909_232305,c_central,1,8192,2,0.5081787109375,0.99980698386213,0.983642578125,[0.983642578125],0.99980698386213,2025-09-09 23:23:05,32.96666666666667,d30bdmdotchc73ba8ftg,Control
job-d30bdmdotchc73ba8ftg,20250909_232305,c_outer,5,8192,32,0.0496826171875,0.989493689770976,0.9658203125,"[0.9951171875, 0.988525390625, 0.82373046875, 0.8505859375, 0.877197265625]",4.94746844885488,2025-09-09 23:23:05,32.96666666666667,d30bdmdotchc73ba8ftg,Control
job-d30bdmdotchc73ba8ftg,20250909_232305,c_middle,5,8192,32,0.0390625,0.9977670076829211,0.9862060546875,"[0.89990234375, 0.97412109375, 0.984619140625, 0.99658203125, 0.9697265625]",4.988835038414607,2025-09-09 23:23:05,32.96666666666667,d30bdmdotchc73ba8ftg,Control
